Arica,1,1,0
Arica,2,1,0
Arica,3,1,0
Arica,4,1,0
Arica,5,1,0
Arica,6,1,0
Arica,7,1,0
Arica,8,1,0
Arica,9,1,0
Arica,10,1,0
Arica,11,1,0
Arica,12,1,0
Arica,13,1,0
Arica,14,1,0
Arica,15,1,0
Arica,16,1,0
Arica,17,1,0
Arica,18,1,0
Arica,19,1,0
Arica,20,1,0
Arica,21,1,0
Arica,22,1,0
Arica,23,1,0
Arica,24,1,0
Arica,25,1,0
Arica,26,1,0
Arica,27,1,0
Arica,28,1,0
Arica,29,1,0
Arica,30,1,0
Arica,31,1,0
La serena,1,1,0
La serena,2,1,0
La serena,3,1,0
La serena,4,1,0
La serena,5,1,0
La serena,6,1,0
La serena,7,1,0
La serena,8,1,0
La serena,9,1,0
La serena,10,1,0
La serena,11,1,0
La serena,12,1,0
La serena,13,1,0
La serena,14,1,0
La serena,15,1,0
La serena,16,1,0
La serena,17,1,0
La serena,18,1,0
La serena,19,1,0
La serena,20,1,0
La serena,21,1,0
La serena,22,1,0
La serena,23,1,0
La serena,24,1,0
La serena,25,1,0
La serena,26,1,0
La serena,27,1,0
La serena,28,1,0
La serena,29,1,0
La serena,30,1,0
La serena,31,1,0
Santiago,1,1,0
Santiago,2,1,0
Santiago,3,1,0
Santiago,4,1,0
Santiago,5,1,0
Santiago,6,1,0
Santiago,7,1,0
Santiago,8,1,0
Santiago,9,1,0
Santiago,10,1,0
Santiago,11,1,0
Santiago,12,1,0
Santiago,13,1,0
Santiago,14,1,0
Santiago,15,1,0
Santiago,16,1,0
Santiago,17,1,0
Santiago,18,1,0
Santiago,19,1,0
Santiago,20,1,0
Santiago,21,1,0
Santiago,22,1,0
Santiago,23,1,0
Santiago,24,1,0
Santiago,25,1,0
Santiago,26,1,0
Santiago,27,1,0
Santiago,28,1,0
Santiago,29,1,0
Santiago,30,1,0
Santiago,31,1,0
Valparaiso,1,1,0
Valparaiso,2,1,0
Valparaiso,3,1,0
Valparaiso,4,1,0
Valparaiso,5,1,0
Valparaiso,6,1,0
Valparaiso,7,1,0
Valparaiso,8,1,0
Valparaiso,9,1,0
Valparaiso,10,1,0
Valparaiso,11,1,0
Valparaiso,12,1,0
Valparaiso,13,1,0
Valparaiso,14,1,0
Valparaiso,15,1,0
Valparaiso,16,1,0
Valparaiso,17,1,0
Valparaiso,18,1,0
Valparaiso,19,1,0
Valparaiso,20,1,0
Valparaiso,21,1,0
Valparaiso,22,1,0
Valparaiso,23,1,0
Valparaiso,24,1,0
Valparaiso,25,1,0
Valparaiso,26,1,0
Valparaiso,27,1,0
Valparaiso,28,1,0
Valparaiso,29,1,0
Valparaiso,30,1,0
Valparaiso,31,1,0
Concepcion,1,1,0
Concepcion,2,1,0
Concepcion,3,1,0
Concepcion,4,1,0
Concepcion,5,1,0
Concepcion,6,1,0
Concepcion,7,1,0
Concepcion,8,1,0
Concepcion,9,1,0
Concepcion,10,1,0
Concepcion,11,1,0
Concepcion,12,1,0
Concepcion,13,1,0
Concepcion,14,1,0
Concepcion,15,1,0
Concepcion,16,1,0
Concepcion,17,1,0
Concepcion,18,1,0
Concepcion,19,1,0
Concepcion,20,1,0
Concepcion,21,1,0
Concepcion,22,1,0
Concepcion,23,1,0
Concepcion,24,1,0
Concepcion,25,1,0
Concepcion,26,1,0
Concepcion,27,1,0
Concepcion,28,1,0
Concepcion,29,1,0
Concepcion,30,1,0
Concepcion,31,1,0
Temuco,1,1,0
Temuco,2,1,0
Temuco,3,1,0
Temuco,4,1,0
Temuco,5,1,0
Temuco,6,1,0
Temuco,7,1,0
Temuco,8,1,0
Temuco,9,1,0
Temuco,10,1,0
Temuco,11,1,0
Temuco,12,1,0
Temuco,13,1,0
Temuco,14,1,0
Temuco,15,1,0
Temuco,16,1,0
Temuco,17,1,0
Temuco,18,1,0
Temuco,19,1,0
Temuco,20,1,0
Temuco,21,1,0
Temuco,22,1,0
Temuco,23,1,0
Temuco,24,1,0
Temuco,25,1,0
Temuco,26,1,0
Temuco,27,1,0
Temuco,28,1,0
Temuco,29,1,0
Temuco,30,1,0
Temuco,31,1,0
Puerto Montt,1,1,0
Puerto Montt,2,1,0
Puerto Montt,3,1,0
Puerto Montt,4,1,0
Puerto Montt,5,1,0
Puerto Montt,6,1,0
Puerto Montt,7,1,0
Puerto Montt,8,1,0
Puerto Montt,9,1,0
Puerto Montt,10,1,0
Puerto Montt,11,1,0
Puerto Montt,12,1,0
Puerto Montt,13,1,0
Puerto Montt,14,1,0
Puerto Montt,15,1,0
Puerto Montt,16,1,0
Puerto Montt,17,1,0
Puerto Montt,18,1,0
Puerto Montt,19,1,0
Puerto Montt,20,1,0
Puerto Montt,21,1,0
Puerto Montt,22,1,0
Puerto Montt,23,1,0
Puerto Montt,24,1,0
Puerto Montt,25,1,0
Puerto Montt,26,1,0
Puerto Montt,27,1,0
Puerto Montt,28,1,0
Puerto Montt,29,1,0
Puerto Montt,30,1,0
Puerto Montt,31,1,0
Punta Arenas,1,1,0
Punta Arenas,2,1,0
Punta Arenas,3,1,0
Punta Arenas,4,1,0
Punta Arenas,5,1,0
Punta Arenas,6,1,0
Punta Arenas,7,1,0
Punta Arenas,8,1,0
Punta Arenas,9,1,0
Punta Arenas,10,1,0
Punta Arenas,11,1,0
Punta Arenas,12,1,0
Punta Arenas,13,1,0
Punta Arenas,14,1,0
Punta Arenas,15,1,0
Punta Arenas,16,1,0
Punta Arenas,17,1,0
Punta Arenas,18,1,0
Punta Arenas,19,1,0
Punta Arenas,20,1,0
Punta Arenas,21,1,0
Punta Arenas,22,1,0
Punta Arenas,23,1,0
Punta Arenas,24,1,0
Punta Arenas,25,1,0
Punta Arenas,26,1,0
Punta Arenas,27,1,0
Punta Arenas,28,1,0
Punta Arenas,29,1,0
Punta Arenas,30,1,0
Punta Arenas,31,1,0
Arica,1,2,0
Arica,2,2,0
Arica,3,2,0
Arica,4,2,0
Arica,5,2,0
Arica,6,2,0
Arica,7,2,0
Arica,8,2,0
Arica,9,2,0
Arica,10,2,0
Arica,11,2,0
Arica,12,2,0
Arica,13,2,0
Arica,14,2,0
Arica,15,2,0
Arica,16,2,0
Arica,17,2,0
Arica,18,2,0
Arica,19,2,0
Arica,20,2,0
Arica,21,2,0
Arica,22,2,0
Arica,23,2,0
Arica,24,2,0
Arica,25,2,0
Arica,26,2,0
Arica,27,2,0
Arica,28,2,0
La serena,1,2,0
La serena,2,2,0
La serena,3,2,0
La serena,4,2,0
La serena,5,2,0
La serena,6,2,0
La serena,7,2,0
La serena,8,2,0
La serena,9,2,0
La serena,10,2,0
La serena,11,2,0
La serena,12,2,0
La serena,13,2,0
La serena,14,2,0
La serena,15,2,0
La serena,16,2,0
La serena,17,2,0
