Chacalluta  Arica Ap.,1,1,0.0
Chacalluta  Arica Ap.,1,2,0.0
Chacalluta  Arica Ap.,1,3,0.0
Chacalluta  Arica Ap.,1,4,0.0
Chacalluta  Arica Ap.,1,5,0.0
Chacalluta  Arica Ap.,1,6,0.0
Chacalluta  Arica Ap.,1,7,0.0
Chacalluta  Arica Ap.,1,8,0.0
Chacalluta  Arica Ap.,1,9,0.0
Chacalluta  Arica Ap.,1,10,0.0
Chacalluta  Arica Ap.,1,11,0.0
Chacalluta  Arica Ap.,1,12,0.0
Chacalluta  Arica Ap.,1,13,0.0
Chacalluta  Arica Ap.,1,14,0.0
Chacalluta  Arica Ap.,1,15,0.0
Chacalluta  Arica Ap.,1,16,0.0
Chacalluta  Arica Ap.,1,17,0.0
Chacalluta  Arica Ap.,1,18,0.0
Chacalluta  Arica Ap.,1,19,0.0
Chacalluta  Arica Ap.,1,20,0.0
Chacalluta  Arica Ap.,1,21,0.0
Chacalluta  Arica Ap.,1,22,0.0
Chacalluta  Arica Ap.,1,23,0.0
Chacalluta  Arica Ap.,1,24,0.0
Chacalluta  Arica Ap.,1,25,0.0
Chacalluta  Arica Ap.,1,26,0.0
Chacalluta  Arica Ap.,1,27,0.0
Chacalluta  Arica Ap.,1,28,0.0
Chacalluta  Arica Ap.,1,29,0.0
Chacalluta  Arica Ap.,1,30,0.0
Chacalluta  Arica Ap.,1,31,0.0
Diego Aracena Iquique Ap.,1,1,0.0
Diego Aracena Iquique Ap.,1,2,0.0
Diego Aracena Iquique Ap.,1,3,0.0
Diego Aracena Iquique Ap.,1,4,0.0
Diego Aracena Iquique Ap.,1,5,0.0
Diego Aracena Iquique Ap.,1,6,0.0
Diego Aracena Iquique Ap.,1,7,0.0
Diego Aracena Iquique Ap.,1,8,0.0
Diego Aracena Iquique Ap.,1,9,0.0
Diego Aracena Iquique Ap.,1,10,0.0
Diego Aracena Iquique Ap.,1,11,0.0
Diego Aracena Iquique Ap.,1,12,0.0
Diego Aracena Iquique Ap.,1,13,0.0
Diego Aracena Iquique Ap.,1,14,0.0
Diego Aracena Iquique Ap.,1,15,0.0
Diego Aracena Iquique Ap.,1,16,0.0
Diego Aracena Iquique Ap.,1,17,0.0
Diego Aracena Iquique Ap.,1,18,0.0
Diego Aracena Iquique Ap.,1,19,0.0
Diego Aracena Iquique Ap.,1,20,0.0
Diego Aracena Iquique Ap.,1,21,0.0
Diego Aracena Iquique Ap.,1,22,0.0
Diego Aracena Iquique Ap.,1,23,0.0
Diego Aracena Iquique Ap.,1,24,0.0
Diego Aracena Iquique Ap.,1,25,0.0
Diego Aracena Iquique Ap.,1,26,0.0
Diego Aracena Iquique Ap.,1,27,0.0
Diego Aracena Iquique Ap.,1,28,0.0
Diego Aracena Iquique Ap.,1,29,0.0
Diego Aracena Iquique Ap.,1,30,0.0
Diego Aracena Iquique Ap.,1,31,0.0
El Loa  Calama Ad.,1,1,0.0
El Loa  Calama Ad.,1,2,0.0
El Loa  Calama Ad.,1,3,0.0
El Loa  Calama Ad.,1,4,0.0
El Loa  Calama Ad.,1,5,0.0
El Loa  Calama Ad.,1,6,0.0
El Loa  Calama Ad.,1,7,0.0
El Loa  Calama Ad.,1,8,0.0
El Loa  Calama Ad.,1,9,0.0
El Loa  Calama Ad.,1,10,0.0
El Loa  Calama Ad.,1,11,0.0
El Loa  Calama Ad.,1,12,0.0
El Loa  Calama Ad.,1,13,0.0
El Loa  Calama Ad.,1,14,0.0
El Loa  Calama Ad.,1,15,0.0
El Loa  Calama Ad.,1,16,0.0
El Loa  Calama Ad.,1,17,0.0
El Loa  Calama Ad.,1,18,0.0
El Loa  Calama Ad.,1,19,0.0
El Loa  Calama Ad.,1,20,0.0
El Loa  Calama Ad.,1,21,0.0
El Loa  Calama Ad.,1,22,0.0
El Loa  Calama Ad.,1,23,0.0
El Loa  Calama Ad.,1,24,0.0
El Loa  Calama Ad.,1,25,0.0
El Loa  Calama Ad.,1,26,0.0
El Loa  Calama Ad.,1,27,0.0
El Loa  Calama Ad.,1,28,0.0
El Loa  Calama Ad.,1,29,0.0
El Loa  Calama Ad.,1,30,0.0
El Loa  Calama Ad.,1,31,0.0
Cerro Moreno  Antofagasta  Ap.,1,1,0.0
Cerro Moreno  Antofagasta  Ap.,1,2,0.0
Cerro Moreno  Antofagasta  Ap.,1,3,0.0
Cerro Moreno  Antofagasta  Ap.,1,4,0.0
Cerro Moreno  Antofagasta  Ap.,1,5,0.0
Cerro Moreno  Antofagasta  Ap.,1,6,0.0
Cerro Moreno  Antofagasta  Ap.,1,7,0.0
Cerro Moreno  Antofagasta  Ap.,1,8,0.0
Cerro Moreno  Antofagasta  Ap.,1,9,0.0
Cerro Moreno  Antofagasta  Ap.,1,10,0.0
Cerro Moreno  Antofagasta  Ap.,1,11,0.0
Cerro Moreno  Antofagasta  Ap.,1,12,0.0
Cerro Moreno  Antofagasta  Ap.,1,13,0.0
Cerro Moreno  Antofagasta  Ap.,1,14,0.0
Cerro Moreno  Antofagasta  Ap.,1,15,0.0
Cerro Moreno  Antofagasta  Ap.,1,16,0.0
Cerro Moreno  Antofagasta  Ap.,1,17,0.0
Cerro Moreno  Antofagasta  Ap.,1,18,0.0
Cerro Moreno  Antofagasta  Ap.,1,19,0.0
Cerro Moreno  Antofagasta  Ap.,1,20,0.0
Cerro Moreno  Antofagasta  Ap.,1,21,0.0
Cerro Moreno  Antofagasta  Ap.,1,22,0.0
Cerro Moreno  Antofagasta  Ap.,1,23,0.0
Cerro Moreno  Antofagasta  Ap.,1,24,0.0
Cerro Moreno  Antofagasta  Ap.,1,25,0.0
Cerro Moreno  Antofagasta  Ap.,1,26,0.0
Cerro Moreno  Antofagasta  Ap.,1,27,0.0
Cerro Moreno  Antofagasta  Ap.,1,28,0.0
